"Ryan  Israel > Pershing Square Capital Management, L.P. > Relationship GridFilter Options: Board Members and Key Executives with Personal Relationships (Including Priors)",,
,,
1st Degree Table: 26 Connections,,
"Alexander, Robert T.",Howmet Aerospace Inc. - Former Vice President and Chairman of  Alcoa Fujikura Ltd,"Arconic Inc. (NYSE:ARNC) (O'Neal, Ernest Stanley)"
"Alexander, Thomas Simon",Ebiquity plc - Independent Non-Executive Director,"Orange Holding S.A. (Myners, Paul )"
"Al-Hamad, Abdlatif Yousef",Arab Fund for Economic and Social Development - Chairman of the Board & Director General,"BlackRock, Inc. (NYSE:BLK) (O'Neal, Ernest Stanley)"
"Alierta Izuel, Cesareo ",China Unicom (Hong Kong) Limited - Former Non-Executive Director,"Telefónica Europe plc (Myners, Paul )"
"Alizadeh, Behdad ",Altaone Capital LLP - Co-Founder,"Valeo SA (ENXTPA:FR) (Minc, Alain )"
"Aljaro Navarro, Francisco José ","Abertis Infraestructuras, S.A. - CEO, Acting CFO & Director","Sanef SA (Minc, Alain )"
"Allchin, Edward Michael","Autonomous Research LLP - Managing Partner, Banks Specialist Sales & Global Head of Sales - Equity sales","Autonomous Research LLP (Myners, Paul )"
"Alldredge, William T.",The WearEver Company - Former Chief Executive Officer and President,"Newell Brands Inc. (NasdaqGS:NWL) (Ashken, Ian G. H.), Newell Brands Inc. (NasdaqGS:NWL) (Ellis Franklin, Martin )"
"Allen, David D.","The Coleman Company, Inc. - Former President","The Coleman Company, Inc. (Ellis Franklin, Martin )"
"Allen, Paul V.","Celltech Group Limited - Deputy Chief Executive Officer, Chief Financial Officer, Finance Director and Executive Director","Celltech Group Limited (Myners, Paul )"
"Allison Jr., Herbert Monroe","Teachers Insurance and Annuity Association of America - College Retirement Equities Fund - Former Chief Executive Officer, President and Chairman","Merrill Lynch & Co., Inc. (O'Neal, Ernest Stanley), NYSE Holdings LLC (O'Neal, Ernest Stanley), The Partnership for New York City, Inc. (O'Neal, Ernest Stanley)"
"Almeida, Richard J.",eFunds Corporation - Director,"Ingredion Incorporated (NYSE:INGR) (Hewett, Wayne M.)"
"Alsa´Di, Waaled Ahmad Ibrahim","Promotora de Informaciones, S.A. - Former External Director","Promotora de Informaciones, S.A. (BME:PRS) (Berggruen, Nicolas ), Promotora de Informaciones, S.A. (BME:PRS) (Ellis Franklin, Martin ), Promotora de Informaciones, S.A. (BME:PRS) (Minc, Alain )"
"Al-Turki, Saleh Ali Abdulrahman",Nesma Holding Company Limited - President & Chairman,"Coutts & Co. (Myners, Paul )"
"Álvarez-Pallete López, José María ","Telefónica, S.A. - Executive Chairman & CEO","Telefónica Europe plc (Myners, Paul )"
"Alving, Amy E.",Federal National Mortgage Association - Independent Director,"Alcoa Inc. (O'Neal, Ernest Stanley), Arconic Inc. (NYSE:ARNC) (O'Neal, Ernest Stanley)"
"Alzugaray, Domingo",Grupo Brasilinvest S.A. - Member of Board of Advisors,"Grupo Brasilinvest S.A. (Berggruen, Nicolas )"
"Amersi, Mohamed ",RuralShores Business Services Pvt Ltd. - Non Executive Director,"Public Joint Stock Company MegaFon (MISX:MFON) (Myners, Paul )"
"Ammar CPA, George ",Resilience Capital Partners LLC - Former Chief Financial Officer,"Resilience Capital Partners LLC (Berggruen, Nicolas )"
"Ammerman, Douglas K.","Fidelity National Financial, Inc. - Independent Director","Remy International, Inc. (Silvestri, Joseph M.)"
"Anderson, Elizabeth McKee",Bavarian Nordic A/S - Independent Director,"Huntsworth plc (LSE:HNT) (Myners, Paul )"
"Anderson, Kathleen M.","BlackRock, Inc. - Managing Director and Portfolio Manager","BlackRock, Inc. (NYSE:BLK) (O'Neal, Ernest Stanley)"
"Anderson, Keith Thomas",Anderson Global Macro LLC - Former Chief Investment Officer & Chairman,"BlackRock, Inc. (NYSE:BLK) (O'Neal, Ernest Stanley)"
"Anderson, Scott R.",Colt's Manufacturing Company LLC - Interim Chief Operating Officer,"OmniMax Holdings, Inc. (Silvestri, Joseph M.)"
"Andersson, Robert Wilhelm",Telia Finland Oyj - Chairman of the Board,"Public Joint Stock Company MegaFon (MISX:MFON) (Myners, Paul )"
"Ando, Goran A.","Essex Woodlands Management, Inc. - Senior Advisor","Celltech Group Limited (Myners, Paul )"
"Andrews, T. Coleman",Rocky Mountain Wealth Concepts - Chief Executive Officer & President,"Bain Capital, LP (Goss, Michael Fenton)"
"Angelo, John Michael","AG Mortgage Investment Trust, Inc. - Former Executive Chairman","Sotheby's (NYSE:BID) (Goss, Michael Fenton)"
"Anipkin, Maxim Nikolaevich",Public Joint Stock Company MegaFon - Non-Executive Director,"Public Joint Stock Company MegaFon (MISX:MFON) (Myners, Paul )"
"Anjolras, Pierre ","Eurovia (SA) - Chairman, CEO & President","VINCI SA (ENXTPA:DG) (Minc, Alain )"
"Anson, Mark Jonathon","Commonfund Inc. - President, CEO & Chief Investment Officer","NYSE Holdings LLC (O'Neal, Ernest Stanley)"
"Antonyuk, Alexey Vladimirovich",Public Joint Stock Company MegaFon - Former Director,"Public Joint Stock Company MegaFon (MISX:MFON) (Myners, Paul )"
"Aoki, Masakazu",Arysta LifeScience Corporation - Former Director,"Arysta LifeScience Corporation (Hewett, Wayne M.)"
"Aoki, Masataka",Arysta LifeScience Corporation - Former Director,"Arysta LifeScience Corporation (Hewett, Wayne M.)"
"Apple, Suzanne",Wells Fargo & Company - Member of Environmental Advisory Board,"Wells Fargo & Company (NYSE:WFC) (Hewett, Wayne M.)"
"Applegate, David Michael",Radian Mortgage Assurance Inc. - Former President,"Residential Capital, LLC (Khattri, Sanjiv)"
"Aranguren-Trellez, Luis ",Arancia S.A de C.V. - Vice President of the board & Executive President,"Ingredion Incorporated (NYSE:INGR) (Hewett, Wayne M.)"
"Arculus, David Guy",Hassium Asset Management LLP - Partner and Chairman,"Telefónica Europe plc (Myners, Paul )"
"Arcuri, Joseph Anthony",Newell Brands Inc. - Former Chief Commercial Officer of Newell Rubbermaid Group,"Newell Brands Inc. (NasdaqGS:NWL) (Ashken, Ian G. H.), Newell Brands Inc. (NasdaqGS:NWL) (Ellis Franklin, Martin )"
"Arena de la Mora, Juan ","Almirall, S.A. - Former External Independent Director","DTS Distribuidora de Televisión Digital, S.A. (Minc, Alain ), Promotora de Informaciones, S.A. (BME:PRS) (Berggruen, Nicolas ), Promotora de Informaciones, S.A. (BME:PRS) (Ellis Franklin, Martin ), Promotora de Informaciones, S.A. (BME:PRS) (Minc, Alain )"
"Arendt-Michels, Daniele",Klöckner Pentaplast Europe GmbH & Co. KG - Former Director,"Klöckner Pentaplast Europe GmbH & Co. KG (Hewett, Wayne M.)"
"Argus, Donald Robert",National Australia Bank Limited - Former Chief Executive Officer and Managing Director,"Merrill Lynch & Co., Inc. (O'Neal, Ernest Stanley)"
"Argyropoulos, James P.","Corporate Express US, Inc. - Director","Corporate Express US, Inc. (Ellis Franklin, Martin )"
"Arledge, Curtis Yates",Nationwide Variable Insurance Trust - NVIT Bond Index Fund - Portfolio Manager,"The Bank of New York Mellon Corporation (NYSE:BK) (Myners, Paul )"
"Armstrong, Anne L.","Center for Strategic and International Studies, Inc. - Former Trustee","Center for Strategic and International Studies, Inc. (O'Neal, Ernest Stanley), Promontory Interfinancial Network, LLC (Ogilvie, Donald G.)"
"Armstrong, Bill G.","Energizer Holdings, Inc. - Independent Director","Edgewell Personal Care Company (NYSE:EPC) (Sachdev, Rakesh)"
"Arning, Robert F.",KPMG LLP - Vice Chairman of Market Development,"The Partnership for New York City, Inc. (O'Neal, Ernest Stanley)"
"Arnold, Bradley A.",Automotive Axles Limited - Former Non-Executive Director,"Automotive Axles Limited (BSE:505010) (Sachdev, Rakesh)"
"Aron, Adam M.","AMC Entertainment Holdings, Inc. - President, CEO & Director","Global Ship Lease, Inc. (NYSE:GSL) (Ellis Franklin, Martin )"
"Arpey, Gerard J.","Emerald Creek Group, LLC - Partner","The Home Depot, Inc. (NYSE:HD) (Hewett, Wayne M.)"
"Arson, Cécile ",Total Direct Energie Société Anonyme - Director,"Direct Energie Société Anonyme (Minc, Alain )"
"Asari, Fumiaki",Arysta LifeScience Corporation - Former Senior Managing Director and Director,"Arysta LifeScience Corporation (Hewett, Wayne M.)"
"Aschenbroich, Jacques ",Valeo SA - Chairman & CEO,"Valeo SA (ENXTPA:FR) (Minc, Alain )"
"Ashcroft, Ian",Guardian Media Group plc - Former Director and Member of Executive Committee,"Guardian Media Group plc (Myners, Paul )"
"Ashley Gent, Stuart James","Bain Capital Private Equity, LP - MD & Co-Head of the European Private Equity team","Bain Capital Private Equity, LP (Goss, Michael Fenton)"
"Ashton, Jason ",Nomad Foods Limited - Former Interim CFO,"Nomad Foods Limited (NYSE:NOMD) (Ashken, Ian G. H.), Nomad Foods Limited (NYSE:NOMD) (Cathcart, Alun ), Nomad Foods Limited (NYSE:NOMD) (Ellis Franklin, Martin ), Nomad Foods Limited (NYSE:NOMD) (Myners, Paul )"
"Asiáin Ayala, José-Antonio ","Criteria Caixa, S.A.U. - Member of the Board of Directors","CaixaBank, S.A. (BME:CABK) (Minc, Alain )"
"Asmussen, Erick R.","Momentive Performance Materials Inc. - Senior VP, CFO & Director","Momentive Performance Materials Inc. (Hewett, Wayne M.), MPM Holdings Inc. (OTCPK:MPMQ) (Hewett, Wayne M.)"
"Assant, Lionel Yves",The Blackstone Group Inc. - Senior MD & European Head of Private Equity,"Klöckner Pentaplast Europe GmbH & Co. KG (Hewett, Wayne M.)"
"Assmann, Lambert",Klöckner Pentaplast Europe GmbH & Co. KG - Chief Financial Officer,"Klöckner Pentaplast Europe GmbH & Co. KG (Hewett, Wayne M.)"
"Assouad, Yannick ",Latécoère S.A. - Former CEO & Director,"VINCI SA (ENXTPA:DG) (Minc, Alain )"
"Atchison, David Lee","New Engen, Inc. - Chief Executive Officer and Director","Newell Brands Inc. (NasdaqGS:NWL) (Ashken, Ian G. H.), Newell Brands Inc. (NasdaqGS:NWL) (Ellis Franklin, Martin )"
"Atkins, Howard I.",WFC Holdings Corporation - Chief Operating Officer,"Wells Fargo & Company (NYSE:WFC) (Hewett, Wayne M.)"
"Atwell, William Lisle","Blucora, Inc. - Former Chairman","Webster Bank, N.A. (Smith, James Copenhaver), Webster Financial Corporation (NYSE:WBS) (Smith, James Copenhaver)"
"Audet, Paul Louis","International Dollar Reserve Fund I, Ltd. - Chairman and President","BlackRock, Inc. (NYSE:BLK) (O'Neal, Ernest Stanley)"
"Augur, Harrison Hoblitzelle",CA Partners LLC - Chief Compliance Officer,"Lumen Technologies, Inc. (Ashken, Ian G. H.), Lumen Technologies, Inc. (Ellis Franklin, Martin )"
"Aved, Barry",Tarrant Apparel Group - Former Director,"Tarrant Apparel Group (Berggruen, Nicolas )"
"Avery, Julian Ralph",IAG UK Holdings Ltd. - Director,"Aspen Insurance Holdings Limited (NYSE:AHL) (Myners, Paul )"
"Awad, George M.",Ditech Holding Corporation - Independent Director,"TransUnion Intermediate Holdings, Inc. (Ogilvie, Donald G.)"
"Ayala Lozano, Orlando ",Centene Corporation - Independent Director,"Digitas, Inc. (Goss, Michael Fenton)"
"Ayers, Christopher L.",Alleghany Capital Corporation - Operating Partner of Manufacturing & Independent Director,"Arconic Inc. (NYSE:ARNC) (O'Neal, Ernest Stanley)"
"Azevedo Jobim, Nelson ",Banco BTG Pactual S.A. - Chairman,"Grupo Brasilinvest S.A. (Berggruen, Nicolas )"
"Aznárez Gómez, Natalia ","CaixaBank, S.A. - Proprietary Representative Director","CaixaBank, S.A. (BME:CABK) (Minc, Alain )"
"Azria, René-Pierre",La Martinière Groupe SA - Director,"Jarden Corp. (Ashken, Ian G. H.), Jarden Corp. (Ellis Franklin, Martin ), Phoenix Group Holdings (LSE:PHNX) (Ashken, Ian G. H.), Phoenix Group Holdings (LSE:PHNX) (Berggruen, Nicolas ), Phoenix Group Holdings (LSE:PHNX) (Ellis Franklin, Martin )"
"Backhouse, Nicholas ",Hollywood Bowl Group plc - Senior Independent Non-Executive Director,"Guardian Media Group plc (Myners, Paul )"
"Bacon, Kenneth J.",RailField Partners - Co-Founder and Partner,"Ally Financial Inc. (NYSE:ALLY) (Khattri, Sanjiv)"
"Bacot, J. Carter",The Bank of New York Mellon Corporation - Former Chairman and Chief Executive Officer,"The Bank of New York Mellon Corporation (NYSE:BK) (Myners, Paul )"
"Bader, Alfred","Fluorous Technologies, Inc. - Member of Scientific Advisory Board","Sigma-Aldrich Corporation (Sachdev, Rakesh)"
"Bahwan, Hind Suhail",Bahwan Cybertek Pvt. Ltd - Founder and Chairperson,"Coutts & Co. (Myners, Paul )"
"Bailar, Gregor S.",CEB Inc. - Director,"Digitas, Inc. (Goss, Michael Fenton)"
"Bailey FCA, Charles",RIT Capital Partners plc - Former Non-Executive Director,"RIT Capital Partners plc (LSE:RCP) (Myners, Paul )"
"Bailey, Andrew John",The Financial Conduct Authority - Former CEO & Executive Director,"Bank of England (Myners, Paul )"
"Bailey, Kirk P.","Pinnacle Financial Partners, Inc. - Memphis Chairman","Federal Reserve Bank Of St. Louis (Sachdev, Rakesh)"
"Bailie O.B.E, Roy E.",Baird Group Ltd - Chairman of the Board,"Bank of England (Myners, Paul )"
"Bailly, Jean-Philippe ",Kering SA - Former Chief Operating Officer,"Kering SA (ENXTPA:KER) (Minc, Alain )"
"Bain Jr., William W.","Bain Capital, LP - Former Founder","Bain Capital, LP (Goss, Michael Fenton)"
"Bain, George Sayers",Ulster Orchestra Society Ltd. - Chairman,"Low Pay Commission (Myners, Paul )"
"Baird, D. Evan",Carnegie Institution for Science - Trustee,"NYSE Holdings LLC (O'Neal, Ernest Stanley)"
"Baker II, John Daniel","FRP Holdings, Inc. - Executive Chairman & CEO","Wells Fargo & Company (NYSE:WFC) (Hewett, Wayne M.)"
"Baker, John W.",The Akron Porcelain and Plastics Company - Founder,"Celltech Group Limited (Myners, Paul )"
"Bakhru, Ashok N.",Institute for Higher Education Policy - Director,"Apollo Investment Corporation (NasdaqGS:AINV) (Ellis Franklin, Martin )"
"Balakrishnan, Mahesh ","Oaktree Capital Management, L.P. - Former Managing Director","MPM Holdings Inc. (OTCPK:MPMQ) (Hewett, Wayne M.)"
"Baldock CBE  , Brian",Sygen International plc - Former Chairman,"Marks and Spencer Group plc (LSE:MKS) (Myners, Paul )"
"Baldwin, Nicholas P.",The Office for Nuclear Regulation - Chairman,"E.ON UK plc (Myners, Paul ), Kentucky Utilities Company (Myners, Paul ), Louisville Gas and Electric Company (Myners, Paul )"
"Ball, Mira S.",KU Energy Corp. - Former Director and Director - Kentucky Utilities,"Kentucky Utilities Company (Myners, Paul ), Louisville Gas and Electric Company (Myners, Paul )"
"Ball, Tony ",Providence Equity Partners L.L.C. - Senior Advisor,"Marks and Spencer Group plc (LSE:MKS) (Myners, Paul )"
"Ballard Jr., William C.",UnitedHealth Group Incorporated - Former Independent Director,"Kentucky Utilities Company (Myners, Paul ), Louisville Gas and Electric Company (Myners, Paul )"
"Balossini, Jean-Marc",Sanef SA - Former Finance Director,"Sanef SA (Minc, Alain )"
"Balson, Andrew B.","Cove Hill Partners, L.P. - Managing Partner","Bain Capital Private Equity, LP (Goss, Michael Fenton), Restaurant Brands International Inc. (NYSE:QSR) (Ellis Franklin, Martin )"
"Banerjee, Samonnoi ","Bain Capital Private Equity, LP - Managing Director","Bain Capital Private Equity, LP (Goss, Michael Fenton)"
"Banga, Ajaypal S.",Mastercard Incorporated - CEO & Director,"The Partnership for New York City, Inc. (O'Neal, Ernest Stanley)"
"Banga, Manvinder Singh","Clayton, Dubilier & Rice, LLC - Partner","Marks and Spencer Group plc (LSE:MKS) (Myners, Paul )"
"Bannister, Clive Christopher Roger",Phoenix Group Holdings plc - Former Group CEO & Executive Director,"Phoenix Group Holdings (LSE:PHNX) (Ashken, Ian G. H.), Phoenix Group Holdings (LSE:PHNX) (Berggruen, Nicolas ), Phoenix Group Holdings (LSE:PHNX) (Ellis Franklin, Martin )"
"Barakett, Timothy R.","Atticus Capital, L.L.C. - Chairman, Co-Founder, and Chief Executive Officer","RIT Capital Partners plc (LSE:RCP) (Myners, Paul )"
"Barber, Brendan ",Openreach Limited - Non Executive Director,"Bank of England (Myners, Paul )"
"Barbizet, Patricia Marie Marguerite","Christie's International Plc - Chairman, Chief Executive Officer and Member of Advisory Board - Europe","Kering SA (ENXTPA:KER) (Minc, Alain )"
"Barbour, Alastair William Stewart",Liontrust Asset Management PLC - Independent Non-Executive Chairman,"Phoenix Group Holdings (LSE:PHNX) (Ashken, Ian G. H.), Phoenix Group Holdings (LSE:PHNX) (Berggruen, Nicolas ), Phoenix Group Holdings (LSE:PHNX) (Ellis Franklin, Martin )"
"Barby, Ian Christopher Simon",Ecofin Global Utilities and Infrastructure Trust plc - Former Director,"Ecofin Water & Power Opportunities plc (Myners, Paul )"
"Barger, David ","Connor Capital SB, LLC - Operating Partner","The Partnership for New York City, Inc. (O'Neal, Ernest Stanley)"
"Barks, Glenn D.",First Community Credit Union - President & CEO,"Federal Reserve Bank Of St. Louis (Sachdev, Rakesh)"
"Barnes, David",Phoenix Group Holdings plc - Former Independent Non-Executive Director,"Phoenix Group Holdings (LSE:PHNX) (Ashken, Ian G. H.), Phoenix Group Holdings (LSE:PHNX) (Berggruen, Nicolas ), Phoenix Group Holdings (LSE:PHNX) (Ellis Franklin, Martin )"
"Barnes, Francesca ",Penny Brohn Cancer Care - Chair of Trustees,"Coutts & Co. (Myners, Paul ), National Westminster Bank Plc (Myners, Paul )"
"Barnes, Jenny",Co-operative Group Limited - Former Director and Member of Values & Principles Board,"Co-operative Group Limited (Myners, Paul )"
"Barnes, Steven W.","Bain Capital Private Equity, LP - Managing Director","Bain Capital Private Equity, LP (Goss, Michael Fenton), Lake Region Medical, Inc. (Spitzer, T. Quinn)"
"Barnevik, Percy N.",Grassroots Business Fund - Advisor,"Motors Liquidation Company (O'Neal, Ernest Stanley)"
"Baron De Smedt, Pierre Alain ",Compañía Interamericana de Automóviles S.A. - Director of Management Board,"Valeo SA (ENXTPA:FR) (Minc, Alain )"
"Baron, John R.","Crystal Ridge Partners - Managing Principal, Managing Partner and Director","BlackRock Capital Investment Corporation (NasdaqGS:BKCC) (O'Neal, Ernest Stanley)"
"Barrett, Dick J.",Credit Suisse AG - Managing Director,"Merrill Lynch & Co., Inc. (O'Neal, Ernest Stanley)"
